index,doi,url,custom-analysis,cited-program,used-data,cited-data,used-results,cited-results,country,report,agency,bbs_auths,notes,bbs.og_citation
,,,,,,,,,,,,,,"Cummings, K., Veech, J. A. (2013). Assessing the influence of geography, land cover and host species on the local abundance of a generalist brood parasite, the brown-headed cowbird. Diversity and Distributions. 20:396-404."
,,,,,,,,,,,,,,"Dail, D., Madsen, L. (2013). Estimating Open Population Site Occupancy from Presence-Absence Data Lacking the Robust Design. Biometrics. 69:146-156."
,,,,,,,,,,,,,,"Dornak, L. L., Barve, N., Peterson, A. T. (2013). Spatial scaling of prevalence and population variation in three grassland sparrows. Condor. 115:186-197."
,,,,,,,,,,,,,,"Feichtinger, E.E., Veech, J. A. (2013). Association of Scissor-Tailed Flycatchers (Tyrannus forficatus) with specific land-cover types in south-central Texas. Wilson Journal of Ornithology. 125:314-321."
,,,,,,,,,,,,,,"Fernández, M., Hamilton, H., Kueppers, L.M. (2013). Characterizing uncertainty in species distribution models derived from interpolated weather station. Ecosphere. 4:1-17."
,,,,,,,,,,,,,,"Hallworth, Michael T., Studds, Colin E., Sillett, Scott T., Marra, Peter P. (2013). Do Archival Light-Level Geolocators and Stable Hydrogen Isotopes Provide Comparable Estimates of Breeding-Ground Origin?. Auk. 130:273-282."
,,,,,,,,,,,,,,"Jongsomjit, Dennis, Stralberg, Diana, Gardali, Thomas, Salas, Leonardo, Wiens, John (2013). Between a rock and a hard place: the impacts of climate change and housing development on breeding birds in California. Landscape Ecology. 28:187-200."
,,,,,,,,,,,,,,"Locey, Kenneth J., White, Ethan P. (2013). How species richness and total abundance constrain the distribution of abundance. Ecology Letters. 16:1177-1185."
,,,,,,,,,,,,,,"Maurer, B. A., Kembel, S. W., Rominger, A. J., McGill, B. J. (2013). Estimating metacommunity extent using data on species abundances, environmental variation, and phylogenetic relationships across geographic space. Ecological Informatics. 13:114-122."
,,,,,,,,,,,,,,"Millsap, Brian A., Zimmerman, Guthrie S., Sauer, John R., Nielson, Ryan M., Otto, Mark, Bjerre, Emily, Murphy, Robert (2013). Golden eagle population trends in the western United States: 1968–2010. Journal of Wildlife Management. 77:1436-1448."
,,,,,,,,,,,,,,"Mineau, Pierre, Whiteside, Melanie (2013). Pesticide Acute Toxicity Is a Better Correlate of US Grassland Bird Declines than Agricultural Intensification. PLoS One. 8:Article No.: e57457."
,,,,,,,,,,,,,,"Stegen, James C., Freestone, Amy L., Crist, Thomas O., Anderson, MartiJ., Chase, Jonathan M., Comita, Liza S., Cornell, Howard V., Davies, Kendi F., Harrison, Susan P., Hurlbert, Allen H., Inouye, Brian D, Kraft, Nathan J.B., Myers, Jonathan A., Sanders, Nathan J., Swenson, Nathan G., Vellend, Mark (2013). Stochastic and deterministic drivers of spatial and temporal turnover in breeding bird communities. Global Ecology and Biogeography. 22:202-212."
,,,,,,,,,,,,,,"Suarez-Rubio, Marcela, Wilson, Scott, Leimgruber, Peter, Lookingbill, Todd (2013). Threshold Responses of Forest Birds to Landscape Changes around Exurban Development. PLoS One. 8:1 to 11."
,,,,,,,,,,,,,,"Watling, James I., Bucklin, David N., Speroterra, Carolina, Brandt, Laura A., Mazzotti, Frank J., Romanach, Stephanie S. (2013). Validating Predictions from Climate Envelope Models. PLoS One. 8:1 to 12."
,,,,,,,,,,,,,,"Koenig, W. D., Liebhold, A. M. (2013). Avian Predation Pressure as a Potential Driver of
 Periodical Cicada Cycle Length. American Naturalist. 181:145-149."
,,,,,,,,,,,,,,"Beedy, Edward C., Pandolfina, Edward R.  ""Recent trends in Sierra bird populations and ranges"" Birds of the Sierra Nevada: Their Natural History, Status, and Distribution Berkeley:University of California Press. 2013. 28-36"
,,,,,,,,,,,,,,"Seamans, M. E., Rau,R. D., Sanders, T. A. Mourning dove population status, 2013. Washington, D.C.:U.S. Fish and Wildlife Service Technical Report, 2013."
,,,,,,,,,,,,,,"Culbert, P. D., Radeloff, V. C., St-Louis, V., Flather, C. H., Rittenhouse, C. D., Albright, T. P., Pidgeon, A. M. (2012). Modeling broad-scale patterns of avian species richness across the Midwestern United States with measures of satellite image texture. Remote Sensing of Environment. 118:140-150."
,,,,,,,,,,,,,,"Davis, J. B., Robinson, G. R. (2012). A geographic model to assess and limit cumulative ecological degradation from Marcellus Shale exploitation in New York, USA. Ecology and Society. 17:25."
,,,,,,,,,,,,,,"Hart, M., Bush, P., Malouin, C. (2012). Indicator guilds representing forest composition and configuration in the Great Lakes - St. Lawrence forest region - A nationally replicable selection methodology. Ecological Indicators. 23:374-383."
,,,,,,,,,,,,,,"Iglecia, M. N., Collazo, J. A., McKerrow, A. J. (2012). Use of Occupancy Models to Evaluate Expert Knowledge-based Species-Habitat Relationships. Avian Conservation and Ecology. 7:article 5."
,,,,,,,,,,,,,,"Lebrun, J. J., Thogmartin, W. E., Miller, J. R. (2012). Evaluating the ability of regional models to predict local avian abundance. Journal of Wildlife Management. 76:1177-1187."
,,,,,,,,,,,,,,"McClure, C. J. W., Rolek, B. W., McDonald, K., Hill, G. E. (2012). Climate change and the decline of a once common bird. Ecology and Evolution. 2:370-378."
,,,,,,,,,,,,,,"McDonald, K. W., McClure, C. J. W., Rolek, B. W., Hill, G. E. (2012). Diversity of birds in eastern North America shifts north with global warming. Ecology and Evolution. 2:3052-3060."
,,,,,,,,,,,,,,"Osenkowski, Jason E., Paton, Peter W. C., Kraus, Douglas (2012). Using long-term constant-effort banding data to monitor population trends of migratory birds: A 33-year assessment of adjacent coastal stations. Condor. 114:470-481."
,,,,,,,,,,,,,,"Rittenhouse, C. D., Pidgeon, A. M., Albright, T. P., Culbert, P. D., Clayton, M. K., Flather, C. H., Masek, J. G., Radeloff, V. C. (2012). Land-Cover Change and Avian Diversity in the Conterminous United States. Conservation Biology. 26:821-829."
,,,,,,,,,,,,,,"Royle, J.A., Chandler, R.B., Yackulic, C., Nichols, J.D. (2012). Likelihood analysis of species occurrence probability from presence-only data for modelling species distributions. Methods in Ecology and Evolution. 3:545-554."
,,,,,,,,,,,,,,"Steen, V., Powell, A. N. (2012). Potential Effects of Climate Change on the Distribution of Waterbirds in the Prairie Pothole Region, U.S.A. Waterbirds. 35:217-229."
,,,,,,,,,,,,,,"Veech, J. A., Small, M. F., Baccus, J. T. (2012). Representativeness of Land Cover Composition along Routes of the North American Breeding Bird Survey. Auk. 129:259-267."
,,,,,,,,,,,,,,"Venier, L. A., Holmes, S. B., Pearce, J. L., Fournier, R. E. (2012). Misleading correlations: The case of the Canada warbler and spruce budworm. Journal of Wildlife Management. 76:294-298."
,,,,,,,,,,,,,,"Abades, Sebastian R., Marquet, Pablo A. (2011). Finite size scaling in the local abundances of geographic populations. Biological Research. 44:107-112."
,,,,,,,,,,,,,,"Albright, T. P., Pidgeon, A. M., Rittenhouse, C. D., Clayton, M. K., Flather, C. H., Culbert, P. D., Radeloff, V. C. (2011). Heat waves measured with MODIS land surface temperature data predict changes in avian community structure. Remote Sensing of Environment. 115:245-254."
,,,,,,,,,,,,,,"Baiser, B., Lockwood, J. L. (2011). The relationship between functional and taxonomic homogenization. Global Ecology and Biogeography. 20:134-144."
,,,,,,,,,,,,,,"Bled, F., Royle, J. A., Cam, E. (2011). Hierarchical modeling of an invasive spread: the Eurasian Collared-Dove Streptopelia decaocto in the United States. Ecological Applications. 21:290-302."
,,,,,,,,,,,,,,"Bonnot, T. W., Thompson, F. R., Millspaugh, J. J. (2011). Extension of landscape-based population viability models to ecoregional scales for conservation planning. Biological Conservation. 144:2041-2053."
,,,,,,,,,,,,,,"Dail, D., Madsen, L. (2011). Models for estimating abundance from repeated counts of an open metapopulation. Biometrics. 67:577-587."
,,,,,,,,,,,,,,"Foppa, I. M., Beard, R. H., Mendenhall, I. H. (2011). The impact of West Nile virus on the abundance of selected North American birds. BMC Veterinary Research. 7:43."
,,,,,,,,,,,,,,"Forcey, G. M., Thogmartin, W. E., Linz, G. M., Bleier, W. J., McKann, P. C. (2011). Land use and climate influences on waterbirds in the Prairie Potholes. Journal of Biogeography. 38:1694-1707."
,,,,,,,,,,,,,,"Hansen, A. J., Phillips, L. B., Flather, C. H., Robison-Cox, J. (2011). Carrying capacity for species richness as a context for conservation: a case study of North American breeding birds. Global Ecology and Biogeography. 20:817-831."
,,,,,,,,,,,,,,"Jones-Farrand, D. T., Fearer, T. M., Thogmartin, W. E., Thompson, F. R., Nelson, M. D., Tirpak, J. M. (2011). Comparison of statistical and theoretical habitat models for conservation planning: the benefit of ensemble prediction. Ecological Applications. 21:2269-2282."
,,,,,,,,,,,,,,"Koenig, W. D., Ries, L., Olsen, V. B. K., Liebhold, A. M. (2011). Avian predators are less abundant during periodical cicada emergences, but why?. Ecology. 92:784-790."
,,,,,,,,,,,,,,"Ladeau, S. L., Calder, C. A., Doran, P. J., Marra, P. P. (2011). West Nile virus impacts in American crow populations are associated with human land use and climate. Ecological Research. 26:909-916."
,,,,,,,,,,,,,,"Mcclure, C. J. W., Burkett-Cadena, N. D., Ligon, R. A., Hill, G. E. (2011). Actual or Perceived Abundance? Interpreting Annual Survey Data in the Face of Changing Phenologies. Condor. 113:490-500."
,,,,,,,,,,,,,,"McElhone, P. M., Wood, P. B., Dawson, D. K. (2011). Effects of stop-level habitat change on cerulean warbler detections along breeding bird survey routes in the central Appalachians. Wilson Journal of Ornithology. 123:699-708."
,,,,,,,,,,,,,,"Melles, S. J., Fortin, M. J., Lindsay, K., Badzinski, D. (2011). Expanding northward: influence of climate change, forest connectivity, and population processes on a threatened species' range shift. Global Change Biology. 17:17-31."
,,,,,,,,,,,,,,"Mikkelson, Gregory M., McGill, Brian J., Beaulieu, Sebastien, Beukema, Patrick L. (2011). Multiple links between species diversity and temporal stability in bird communities across North America. Evolutionary Ecology Research. 13:361-372."
,,,,,,,,,,,,,,"Nelson, K. S., Gray, E. M., Evans, J. R. (2011). Finding solutions for bird restoration and livestock management: comparing grazing exclusion levels. Ecological Applications. 21:547-554."
,,,,,,,,,,,,,,"Sauer, J.R., Link, W.A. (2011). Analysis of the North American Breeding Bird Survey using hierarchical models. Auk. 128:87-98."
,,,,,,,,,,,,,,"Strong, A., Tschirhart, J., Finnoff, D. (2011). Is economic growth for the birds?. Ecological Economics. 70:1375-1380."
,,,,,,,,,,,,,,"Thibault, K. M., White, E. P., Hurlbert, A. H., Ernest, S. K. M. (2011). Multimodality in the individual size distributions of bird communities. Global Ecology and Biogeography. 20:145-153."
,,,,,,,,,,,,,,"Veech, J. A., Small, M. F., Baccus, J. T. (2011). The effect of habitat on the range expansion of a native and an introduced bird species. Journal of Biogeography. 38:69-77."
,,,,,,,,,,,,,,"Wilson, S., Ladeau, S. L., Tottrup, A. P., Marra, P. P. (2011). Range-wide effects of breeding- and nonbreeding-season climate on the abundance of a Neotropical migrant songbird. Ecology. 92:1789-1798."
,,,,,,,,,,,,,,"Greenberg, Russell , Demarest, Dean W., Matsuoka, Steven M., Mettke-Hofmann, Claudia , Evers, David , Hamel, Paul B., Luscier, Jason, Powell, Luke L., Shaw, David, Avery, Michael L. , Hobson, Keith A., Blancher, Peter J., Niven, Daniel K.  ""Understanding declines in Rusty Blackbirds"" Boreal Birds of North America: a Hemispheric View of Their Conservation Links and Significance Berkeley:University of California Press. 2011. 107-125"
,,,,,,,,,,,,,,"Franzreb, K. E.; Oswalt, S. N.; Buehler, D. A.  ""Population trends for eastern scrub-shrub birds related to availability of small-diameter upland hardwood forests"" Sustaining Young Forest Communities: Ecology and Management of Early Successional Habitats in the Central Hardwood Region, USA Dordrecht, Netherlands:Springer. 2011. 143-166"
,,,,,,,,,,,,,,"Albright, T. P., Pidgeon, A. M., Rittenhouse, C. D., Clayton, M. K., Flather, C. H., Culbert, P. D., Wardlow, B. D., Radeloff, V. C. (2010). Effects of drought on avian community structure. Global Change Biology. 16:2158-2170."
,,,,,,,,,,,,,,"Brooks, E. W., Bonter, D. N. (2010). Long-term changes in avian community structure in a successional, forested, and managed plot in a reforesting landscape. Wilson Journal of Ornithology. 122:288-295."
,,,,,,,,,,,,,,"Dornak, L. L. (2010). Breeding Patterns of Henslow's Sparrow and Sympatric Grassland Sparrow Species. Wilson Journal of Ornithology. 122:635-645."
,,,,,,,,,,,,,,"Fujisaki, I., Pearlstine, E. V., Mazzotti, F. J. (2010). The rapid spread of invasive Eurasian Collared Doves Streptopelia decaocto in the continental USA follows human-altered habitats. Ibis. 152:622-632."
,,,,,,,,,,,,,,"Hanauer, Rachel E. , Stracey, Christine M., Robinson, Scott K. (2010). Why has an urban adapter, the Northern Mockingbird (Mimus polygolttos), declined in Florida?. Florida Field Naturalist. 38:135-145."
,,,,,,,,,,,,,,"Meehan, T. D., Hurlbert, A. H., Gratton, C. (2010). Bird communities in future bioenergy landscapes of the Upper Midwest. Proceedings of the National Academy of Sciences of the United States of America. 107:18533-18538."
,,,,,,,,,,,,,,"Munson, M. A., Caruana, R., Fink, D., Hochachka, W. M., Iliff, M., Rosenberg, K. V., Sheldon, D., Sullivan, B. L., Wood, C., Kelling, S. (2010). A method for measuring the relative information content of data from different monitoring protocols. Methods in Ecology and Evolution. 1:263-273."
,,,,,,,,,,,,,,"Nebel, S., Mills, A., McCracken, J. D., Taylor, P. D. (2010). Declines of Aerial Insectivores in North America Follow a Geographic Gradient. Avian Conservation and Ecology. 5:article 1."
,,,,,,,,,,,,,,"Pearman, P. B., D'amen, M., Graham, C. H., Thuiller, W., Zimmermann, N. E. (2010). Within-taxon niche structure: niche conservatism, divergence and predicted effects of climate change. Ecography. 33:990-1003."
,,,,,,,,,,,,,,"Phillips, L. B., Hansen, A. J., Flather, C. H., Robison-Cox, J. (2010). Applying species-energy theory to conservation: a case study for North American birds. Ecological Applications. 20:2007-2023."
,,,,,,,,,,,,,,"Riffell, S. A. M., Scognamillo, Daniel, Burger, L. Wes, Jr., Bucholtz, Shawn (2010). Broad-scale relations between conservation reserve program and grassland birds: do cover type, configuration and contract age matter?. Open Ornithology Journal. 3:112-123."
,,,,,,,,,,,,,,"Rittenhouse, C. D., Pidgeon, A. M., Albright, T. P., Culbert, P. D., Clayton, M. K., Flather, C. H., Huang, C. Q., Masek, J. G., Radeloff, V. C. (2010). Avifauna response to hurricanes: regional changes in community similarity. Global Change Biology. 16:905-917."
,,,,,,,,,,,,,,"Rittenhouse, C. D., Pidgeon, A. M., Albright, T. P., Culbert, P. D., Clayton, M. K., Flather, C. H., Huang, C. Q., Masek, J. G., Stewart, S. I., Radeloff, V. C. (2010). Conservation of Forest Birds: Evidence of a Shifting Baseline in Community Structure. PLoS One. 5:e11938."
,,,,,,,,,,,,,,"Rivers, J. W., Gipson, P. S., Althoff, D. P., Pontius, J. S. (2010). Long-Term Community Dynamics of Small Landbirds with and Without Exposure to Extensive Disturbance from Military Training Activities. Environmental Management. 45:203-216."
,,,,,,,,,,,,,,"Sauer, J.R., Link, W.A., Kendall, W.L., Dolton, D.D. (2010). Comparative analysis of mourning dove population change in North America. Journal of Wildlife Management. 74:1059-1069."
,,,,,,,,,,,,,,"Thogmartin, W. E. (2010). Sensitivity analysis of North American bird population estimates. Ecological Modelling. 221:173-177."
,,,,,,,,,,,,,,"Twedt, D. J., Tirpak, J. M., Jones-Farrand, D. T., Thompson, F. R., Uihlein, W. B., Fitzgerald, J. A. (2010). Change in avian abundance predicted from regional forest inventory data. Forest Ecology and Management. 260:1241-1250."
